RIDAGEYR,INDFMPIR
7.0,4.27
72.0,5.0
10.0,5.0
53.0,5.0
7.0,2.98
5.0,0.74
35.0,3.33
68.0,1.88
71.0,5.0
34.0,0.97
67.0,5.0
37.0,2.08
17.0,2.88
79.0,0.89
49.0,5.0
8.0,0.46
60.0,5.0
18.0,2.31
36.0,1.97
10.0,1.8
58.0,0.86
2.0,1.09
17.0,5.0
18.0,1.05
57.0,1.04
53.0,5.0
69.0,2.75
18.0,1.53
10.0,4.0
72.0,2.21
38.0,0.52
21.0,0.79
19.0,0.99
15.0,1.33
66.0,5.0
5.0,3.47
18.0,1.96
32.0,0.96
8.0,0.56
51.0,5.0
7.0,5.0
44.0,5.0
66.0,1.42
15.0,0.55
8.0,2.61
6.0,0.74
66.0,3.57
10.0,0.95
12.0,5.0
58.0,5.0
1.0,1.39
8.0,0.02
45.0,5.0
9.0,1.26
67.0,1.95
80.0,3.38
44.0,5.0
2.0,1.09
70.0,4.56
44.0,5.0
49.0,2.61
12.0,4.31
48.0,5.0
80.0,0.81
80.0,1.16
72.0,1.55
12.0,2.69
52.0,5.0
41.0,3.08
26.0,3.15
68.0,1.51
70.0,1.4
5.0,4.17
39.0,5.0
1.0,3.58
53.0,5.0
12.0,3.92
47.0,5.0
61.0,1.1
30.0,5.0
73.0,1.88
18.0,4.12
64.0,5.0
39.0,0.58
5.0,2.5
41.0,1.49
66.0,1.44
5.397605346934028e-79,2.85
39.0,5.0
75.0,2.73
61.0,5.0
53.0,3.47
49.0,3.42
15.0,2.1
50.0,5.0
11.0,3.4
25.0,1.95
58.0,0.7
80.0,2.38
13.0,2.83
63.0,5.0
72.0,4.02
51.0,0.74
32.0,5.397605346934028e-79
65.0,5.0
64.0,2.34
63.0,4.46
18.0,2.87
80.0,0.68
28.0,5.0
30.0,2.11
73.0,5.0
45.0,1.47
17.0,3.6
24.0,3.62
43.0,4.42
16.0,0.74
80.0,0.19
57.0,1.14
61.0,1.83
60.0,5.0
73.0,5.0
68.0,5.0
30.0,4.64
64.0,5.0
27.0,5.0
23.0,0.88
80.0,2.11
40.0,5.0
62.0,1.31
7.0,1.85
80.0,1.29
79.0,4.31
40.0,4.37
13.0,1.26
16.0,2.16
37.0,5.397605346934028e-79
36.0,5.0
18.0,3.06
21.0,2.15
13.0,1.08
55.0,1.4
3.0,0.92
69.0,3.43
80.0,5.0
3.0,0.48
3.0,2.7
67.0,0.66
55.0,3.28
11.0,5.0
12.0,1.17
44.0,4.06
4.0,0.8
7.0,3.42
19.0,2.16
3.0,0.43
56.0,2.48
64.0,0.97
74.0,4.42
5.0,0.86
18.0,0.37
3.0,0.65
39.0,1.46
13.0,1.22
49.0,1.71
52.0,3.11
68.0,5.0
5.0,1.93
5.0,1.89
7.0,1.71
61.0,4.27
46.0,1.44
61.0,5.0
69.0,1.36
77.0,0.68
47.0,3.47
22.0,3.6
41.0,2.78
51.0,5.0
58.0,1.46
21.0,5.0
64.0,5.0
57.0,1.85
76.0,4.97
55.0,0.24
80.0,2.03
4.0,3.02
11.0,0.12
54.0,3.3
72.0,0.82
65.0,3.28
13.0,5.0
27.0,2.28
72.0,2.39
21.0,5.0
15.0,5.0
61.0,3.04
70.0,5.0
80.0,4.8
32.0,1.31
35.0,4.78
16.0,1.24
34.0,2.01
36.0,3.36
80.0,1.53
76.0,5.0
5.0,2.16
12.0,1.71
36.0,1.95
80.0,2.61
52.0,5.0
67.0,5.0
39.0,5.0
28.0,0.74
35.0,2.13
51.0,1.54
28.0,1.55
18.0,4.53
11.0,5.0
25.0,0.84
78.0,5.0
26.0,5.0
16.0,1.17
45.0,2.94
60.0,5.0
40.0,0.59
30.0,5.0
23.0,2.19
61.0,5.0
74.0,0.7
28.0,5.0
40.0,4.97
69.0,5.0
66.0,5.0
61.0,3.99
66.0,1.64
75.0,5.0
64.0,0.05
42.0,1.52
11.0,2.82
39.0,5.0
80.0,5.0
18.0,2.39
67.0,2.54
28.0,5.0
57.0,0.48
14.0,2.0
5.0,2.85
69.0,0.58
66.0,0.7
12.0,1.21
71.0,0.91
8.0,1.32
30.0,5.0
46.0,2.05
76.0,3.8
10.0,5.0
65.0,5.0
16.0,3.33
28.0,4.43
80.0,3.29
15.0,3.82
68.0,5.0
16.0,3.23
17.0,3.08
17.0,1.99
64.0,4.34
10.0,2.28
28.0,4.27
18.0,2.06
35.0,1.44
12.0,1.41
43.0,4.31
54.0,2.43
21.0,1.89
80.0,1.53
75.0,2.18
73.0,1.03
71.0,4.64
38.0,0.06
62.0,0.98
11.0,1.58
62.0,5.0
70.0,4.01
38.0,5.0
9.0,0.35
51.0,5.0
80.0,3.92
5.0,1.0
67.0,4.06
10.0,1.61
57.0,1.66
39.0,0.65
10.0,5.0
4.0,2.7
37.0,3.84
76.0,2.46
1.0,4.13
80.0,0.82
59.0,5.0
22.0,3.02
54.0,5.0
68.0,3.43
79.0,0.68
29.0,5.0
17.0,0.71
37.0,5.0
77.0,4.92
29.0,1.47
9.0,0.66
5.0,1.91
3.0,0.32
75.0,3.88
67.0,3.04
11.0,5.0
59.0,5.0
80.0,5.0
25.0,3.04
69.0,5.0
77.0,1.18
41.0,5.0
33.0,1.37
4.0,5.0
79.0,2.58
59.0,5.397605346934028e-79
18.0,5.397605346934028e-79
4.0,0.76
5.0,1.42
26.0,0.88
12.0,2.5
71.0,3.99
72.0,5.0
71.0,3.42
64.0,0.52
80.0,5.0
18.0,3.06
59.0,1.78
18.0,5.0
65.0,1.71
80.0,5.0
53.0,5.0
22.0,5.0
19.0,0.03
12.0,0.69
51.0,2.71
17.0,0.35
19.0,1.69
47.0,5.0
12.0,5.0
11.0,1.04
14.0,0.43
5.0,3.82
40.0,2.74
67.0,2.87
76.0,4.78
48.0,5.0
67.0,3.26
33.0,4.32
14.0,5.0
27.0,3.8
78.0,4.88
5.0,1.04
7.0,5.397605346934028e-79
76.0,2.03
37.0,1.8
71.0,3.11
17.0,3.8
46.0,0.69
34.0,1.25
32.0,2.15
66.0,2.53
73.0,2.74
35.0,2.29
65.0,1.64
19.0,2.92
73.0,4.66
6.0,4.5
26.0,1.89
61.0,2.21
74.0,1.26
5.0,1.14
36.0,4.56
58.0,5.0
21.0,1.77
74.0,1.37
30.0,0.5
57.0,0.79
41.0,4.93
56.0,3.3
12.0,5.0
20.0,2.57
7.0,2.82
3.0,3.89
72.0,5.0
66.0,1.62
34.0,2.05
2.0,1.07
18.0,0.08
53.0,1.52
43.0,1.06
5.397605346934028e-79,3.89
39.0,0.16
44.0,2.01
60.0,0.19
62.0,5.0
27.0,0.79
5.0,4.32
52.0,5.0
57.0,5.0
5.397605346934028e-79,5.0
12.0,5.0
61.0,3.62
51.0,1.05
2.0,2.92
45.0,5.0
57.0,2.4
5.0,5.0
28.0,0.91
10.0,1.34
72.0,4.1
27.0,2.74
61.0,3.77
1.0,5.0
12.0,0.57
17.0,2.89
33.0,2.65
73.0,1.32
4.0,1.07
23.0,0.27
14.0,1.49
14.0,0.79
73.0,2.58
72.0,2.17
65.0,4.34
28.0,2.06
34.0,5.0
24.0,2.7
58.0,3.96
41.0,5.0
39.0,5.0
43.0,2.5
60.0,4.32
4.0,0.32
43.0,1.39
68.0,5.0
73.0,5.0
28.0,2.78
80.0,2.33
7.0,2.77
33.0,3.68
15.0,0.09
70.0,3.14
49.0,3.6
68.0,0.86
75.0,4.37
5.0,2.43
7.0,1.85
60.0,0.79
42.0,3.04
42.0,3.26
14.0,1.8
42.0,3.33
65.0,2.29
75.0,5.0
24.0,1.07
57.0,0.23
24.0,1.84
14.0,0.97
9.0,5.0
33.0,5.0
22.0,2.3
70.0,5.0
80.0,1.71
64.0,2.39
80.0,4.61
75.0,5.0
65.0,3.44
1.0,4.67
7.0,2.42
15.0,4.12
8.0,1.55
60.0,2.06
49.0,1.32
65.0,1.58
27.0,2.06
10.0,1.93
63.0,2.5
15.0,2.96
18.0,0.72
27.0,2.39
51.0,2.61
12.0,0.7
4.0,5.0
66.0,1.16
16.0,2.88
57.0,5.0
8.0,1.75
8.0,4.5
5.0,1.16
72.0,0.77
41.0,5.397605346934028e-79
63.0,3.75
15.0,0.66
74.0,5.0
62.0,1.26
71.0,1.69
76.0,1.65
66.0,1.71
70.0,2.76
80.0,2.65
70.0,5.0
58.0,5.0
21.0,1.47
57.0,2.82
41.0,2.74
33.0,4.56
67.0,2.55
40.0,3.9
13.0,0.96
27.0,0.85
9.0,1.34
11.0,0.37
68.0,1.46
4.0,0.01
54.0,5.0
42.0,1.57
64.0,5.0
13.0,2.74
43.0,0.77
69.0,3.73
48.0,5.0
4.0,4.21
40.0,0.04
14.0,0.52
72.0,3.36
27.0,5.0
51.0,2.94
12.0,1.15
7.0,2.26
10.0,0.55
5.0,0.58
7.0,2.83
61.0,4.12
18.0,1.92
73.0,3.68
16.0,5.0
74.0,5.0
11.0,0.8
12.0,0.33
61.0,5.0
49.0,1.62
9.0,2.67
25.0,3.69
16.0,1.85
53.0,0.69
73.0,3.08
49.0,1.46
76.0,1.51
7.0,4.0
5.0,2.05
34.0,5.397605346934028e-79
44.0,2.08
60.0,5.0
20.0,3.06
68.0,3.35
61.0,3.46
50.0,3.92
51.0,5.0
12.0,0.16
57.0,3.02
39.0,1.51
5.397605346934028e-79,3.42
7.0,5.0
40.0,2.96
12.0,1.07
8.0,5.0
15.0,5.0
79.0,5.0
4.0,0.5
29.0,2.3
44.0,2.13
5.397605346934028e-79,2.34
55.0,4.42
1.0,5.0
49.0,3.08
1.0,2.88
3.0,1.85
79.0,3.28
7.0,2.39
25.0,3.46
62.0,4.44
80.0,5.0
55.0,1.01
68.0,5.0
59.0,0.66
2.0,0.73
14.0,0.99
43.0,1.37
70.0,0.96
72.0,1.64
17.0,3.69
62.0,2.33
5.397605346934028e-79,2.31
53.0,1.25
73.0,5.0
2.0,2.16
24.0,5.0
6.0,0.3
18.0,5.397605346934028e-79
11.0,1.41
27.0,3.77
46.0,5.0
22.0,0.14
4.0,1.85
75.0,3.08
24.0,1.77
4.0,1.28
31.0,5.397605346934028e-79
64.0,1.91
8.0,0.69
32.0,5.0
47.0,0.52
4.0,5.0
31.0,0.18
65.0,5.0
27.0,0.28
28.0,3.45
72.0,5.0
75.0,4.48
51.0,1.86
67.0,5.0
35.0,3.55
3.0,3.06
49.0,4.17
21.0,1.69
47.0,1.8
3.0,0.69
5.397605346934028e-79,0.08
46.0,4.32
7.0,3.08
6.0,0.81
17.0,5.0
80.0,1.09
70.0,2.24
5.0,1.17
15.0,3.04
46.0,2.83
34.0,0.01
58.0,0.93
64.0,1.8
16.0,0.62
65.0,1.05
46.0,0.76
3.0,0.45
41.0,1.91
6.0,5.0
18.0,0.02
4.0,3.13
11.0,1.05
68.0,5.0
9.0,0.06
53.0,0.79
9.0,5.0
19.0,2.88
42.0,2.94
63.0,5.0
8.0,0.43
15.0,2.06
69.0,5.0
80.0,5.0
14.0,2.82
15.0,2.1
62.0,0.61
13.0,1.69
68.0,5.0
65.0,1.31
19.0,0.8
66.0,4.64
7.0,0.95
14.0,2.86
29.0,1.52
14.0,2.34
80.0,0.66
74.0,4.42
49.0,2.77
27.0,1.7
60.0,4.22
63.0,3.17
39.0,3.82
9.0,2.93
10.0,5.0
62.0,3.43
32.0,1.15
52.0,3.49
71.0,3.28
13.0,4.55
63.0,0.99
4.0,5.0
58.0,0.77
5.397605346934028e-79,5.397605346934028e-79
42.0,3.99
49.0,1.99
42.0,1.2
41.0,5.0
56.0,3.23
10.0,0.33
72.0,1.7
62.0,1.47
11.0,1.13
6.0,0.91
80.0,5.0
58.0,5.0
63.0,2.87
18.0,2.06
33.0,4.53
14.0,2.78
6.0,1.41
3.0,0.45
25.0,1.0
8.0,3.78
11.0,4.3
71.0,3.13
5.397605346934028e-79,0.28
62.0,5.0
80.0,4.82
16.0,2.57
34.0,0.4
78.0,0.96
33.0,3.64
3.0,5.0
66.0,1.72
9.0,3.69
61.0,5.0
4.0,4.17
80.0,1.64
6.0,2.61
50.0,4.78
2.0,5.0
11.0,4.86
7.0,4.17
33.0,2.56
3.0,4.32
51.0,1.32
17.0,5.0
8.0,1.33
25.0,2.66
55.0,4.53
71.0,1.15
40.0,5.0
37.0,3.14
75.0,2.13
64.0,3.49
56.0,1.9
73.0,3.09
62.0,0.74
5.397605346934028e-79,1.39
73.0,3.88
5.0,2.61
31.0,4.12
4.0,4.0
63.0,0.05
6.0,5.0
5.0,2.86
68.0,3.9
20.0,2.88
33.0,5.0
36.0,0.05
10.0,1.74
78.0,2.73
80.0,5.0
62.0,4.59
67.0,2.0
12.0,3.42
40.0,0.74
52.0,5.0
64.0,2.13
72.0,2.09
61.0,1.16
60.0,0.98
47.0,2.61
19.0,2.92
36.0,2.41
42.0,0.02
67.0,1.99
61.0,5.0
15.0,2.29
19.0,3.1
39.0,5.0
14.0,0.79
67.0,4.17
17.0,1.13
12.0,1.44
8.0,5.0
41.0,3.46
19.0,1.91
77.0,1.82
1.0,3.29
6.0,2.42
73.0,5.0
15.0,2.03
46.0,1.52
11.0,1.91
26.0,5.0
40.0,1.85
25.0,0.32
28.0,3.09
62.0,3.04
65.0,4.34
70.0,3.42
6.0,5.0
30.0,3.6
39.0,2.54
31.0,2.31
70.0,1.31
46.0,0.1
12.0,0.32
79.0,1.69
2.0,0.99
15.0,0.66
73.0,5.0
53.0,4.56
6.0,5.0
68.0,3.24
40.0,4.99
18.0,0.88
19.0,0.41
76.0,3.64
67.0,0.87
7.0,3.22
16.0,0.48
66.0,5.0
64.0,5.0
75.0,2.49
66.0,1.44
5.397605346934028e-79,5.0
64.0,1.05
22.0,5.397605346934028e-79
60.0,0.1
64.0,5.0
47.0,0.94
76.0,1.17
63.0,4.06
53.0,3.42
38.0,0.57
60.0,1.01
2.0,0.49
67.0,2.74
14.0,0.7
26.0,3.22
10.0,3.22
38.0,3.09
5.0,0.52
51.0,0.96
5.0,4.17
9.0,3.58
68.0,2.04
15.0,0.16
44.0,2.0
17.0,1.85
3.0,4.68
5.397605346934028e-79,4.86
13.0,1.54
30.0,3.96
5.397605346934028e-79,2.61
71.0,5.0
58.0,5.0
19.0,3.82
10.0,2.34
11.0,5.0
18.0,2.73
9.0,1.74
19.0,5.0
5.0,0.06
37.0,1.55
59.0,1.84
12.0,0.57
34.0,2.88
35.0,0.35
39.0,1.12
36.0,1.8
67.0,2.62
71.0,5.0
62.0,1.01
11.0,0.03
37.0,4.93
35.0,0.1
13.0,1.68
2.0,0.21
6.0,5.397605346934028e-79
2.0,0.03
68.0,5.0
5.0,5.0
71.0,1.91
52.0,5.0
73.0,2.16
75.0,5.0
45.0,0.25
35.0,0.67
16.0,5.0
40.0,0.63
73.0,3.47
32.0,2.52
18.0,1.05
70.0,5.397605346934028e-79
18.0,0.52
57.0,5.0
22.0,1.8
15.0,5.397605346934028e-79
68.0,2.13
11.0,1.22
19.0,2.33
29.0,0.24
45.0,0.74
57.0,5.0
71.0,0.82
40.0,1.31
5.397605346934028e-79,2.81
42.0,1.39
68.0,1.16
28.0,5.0
1.0,3.06
16.0,0.79
2.0,0.32
51.0,1.03
5.0,5.0
14.0,0.62
6.0,1.05
27.0,2.74
12.0,1.03
40.0,0.77
76.0,3.04
10.0,3.26
46.0,3.69
39.0,2.96
1.0,5.0
61.0,3.77
10.0,0.61
31.0,1.44
23.0,0.46
67.0,3.11
14.0,4.68
11.0,5.0
73.0,5.0
5.397605346934028e-79,5.0
28.0,4.32
80.0,4.88
64.0,2.62
31.0,3.53
10.0,5.0
42.0,5.0
50.0,1.62
15.0,1.01
56.0,5.0
8.0,2.16
11.0,2.86
76.0,0.5
60.0,5.0
25.0,1.95
53.0,3.76
56.0,0.75
7.0,0.46
19.0,1.44
39.0,2.77
9.0,2.5
62.0,3.38
5.0,2.98
14.0,2.87
47.0,0.04
5.0,1.8
16.0,2.77
46.0,1.32
5.397605346934028e-79,3.6
61.0,5.0
32.0,3.03
51.0,5.0
40.0,5.0
9.0,1.08
5.397605346934028e-79,3.06
72.0,3.55
74.0,4.06
37.0,5.0
60.0,2.74
11.0,1.68
22.0,2.21
76.0,4.05
15.0,2.4
34.0,1.74
80.0,3.69
9.0,3.49
26.0,3.16
79.0,2.49
6.0,0.98
21.0,0.72
43.0,5.0
4.0,5.0
69.0,2.44
61.0,1.14
70.0,1.85
16.0,3.42
38.0,3.91
7.0,1.61
7.0,5.0
70.0,1.24
46.0,0.87
14.0,0.19
4.0,2.0
15.0,1.49
6.0,1.3
47.0,2.88
51.0,2.1
29.0,5.0
15.0,5.0
62.0,5.0
45.0,5.0
68.0,5.0
28.0,2.16
80.0,0.85
13.0,1.41
80.0,5.0
68.0,1.1
73.0,2.65
1.0,5.0
10.0,2.29
51.0,1.95
8.0,5.0
61.0,5.0
56.0,5.0
4.0,2.31
3.0,0.67
57.0,2.78
18.0,0.66
63.0,4.32
16.0,1.1
41.0,2.83
6.0,5.0
60.0,3.69
44.0,4.31
56.0,0.99
32.0,0.62
35.0,0.03
64.0,0.36
58.0,3.21
10.0,2.98
71.0,1.72
3.0,3.82
21.0,2.59
69.0,1.17
21.0,1.71
80.0,0.84
42.0,3.87
35.0,0.3
42.0,2.78
48.0,4.0
25.0,5.0
12.0,3.06
4.0,4.5
6.0,1.67
1.0,2.15
76.0,5.0
73.0,1.72
70.0,5.0
30.0,5.0
38.0,1.75
13.0,0.57
51.0,0.62
12.0,4.68
73.0,0.17
33.0,4.71
41.0,1.58
76.0,2.54
56.0,0.45
34.0,1.91
60.0,4.34
31.0,4.31
28.0,1.82
6.0,2.16
53.0,2.58
2.0,0.76
8.0,5.0
67.0,5.0
62.0,5.0
7.0,4.38
8.0,0.7
69.0,0.52
42.0,1.51
71.0,0.84
55.0,5.0
68.0,5.0
65.0,5.0
37.0,5.0
4.0,5.0
60.0,5.0
71.0,2.28
35.0,0.14
8.0,1.03
36.0,1.0
25.0,2.85
39.0,1.32
80.0,2.05
70.0,1.18
69.0,3.55
72.0,5.0
39.0,1.61
39.0,1.54
34.0,4.42
5.397605346934028e-79,0.05
43.0,3.08
30.0,0.02
46.0,5.0
54.0,3.73
73.0,0.77
68.0,1.84
13.0,4.27
76.0,2.06
69.0,3.28
62.0,5.0
13.0,0.27
51.0,0.65
9.0,0.4
1.0,0.47
70.0,4.42
12.0,2.39
12.0,0.88
1.0,2.3
8.0,1.77
80.0,1.75
69.0,5.0
17.0,3.47
21.0,1.86
31.0,0.55
18.0,5.0
67.0,5.0
11.0,0.55
70.0,1.31
11.0,0.07
69.0,2.74
61.0,5.0
5.0,0.62
31.0,0.5
45.0,4.12
43.0,4.03
60.0,4.66
62.0,2.92
71.0,1.28
2.0,4.53
29.0,5.0
12.0,0.74
7.0,0.99
6.0,1.14
5.397605346934028e-79,0.49
14.0,1.57
63.0,5.0
69.0,0.89
66.0,2.62
27.0,4.04
66.0,4.18
65.0,1.04
24.0,2.29
41.0,3.6
2.0,5.0
8.0,3.3
58.0,0.06
31.0,5.0
80.0,1.75
10.0,1.66
16.0,3.26
71.0,4.15
55.0,5.0
80.0,5.0
30.0,1.71
39.0,1.67
33.0,0.56
22.0,5.0
11.0,5.0
13.0,1.55
33.0,5.0
53.0,5.0
72.0,5.0
62.0,2.84
52.0,5.0
80.0,5.0
21.0,1.09
68.0,3.0
22.0,2.47
69.0,2.24
6.0,1.54
4.0,2.17
11.0,5.397605346934028e-79
33.0,2.42
10.0,4.0
51.0,5.0
5.0,2.33
25.0,2.19
50.0,5.0
19.0,1.44
72.0,1.4
67.0,5.0
51.0,5.0
33.0,0.63
27.0,5.0
69.0,3.97
5.397605346934028e-79,3.19
14.0,2.92
15.0,0.04
19.0,0.43
30.0,0.31
34.0,1.26
27.0,3.09
56.0,5.0
31.0,2.28
9.0,0.83
5.397605346934028e-79,2.28
16.0,1.69
5.0,1.14
67.0,5.0
51.0,4.42
55.0,0.23
63.0,5.0
37.0,0.19
64.0,5.0
33.0,2.31
42.0,1.56
63.0,0.66
79.0,1.92
38.0,1.98
17.0,4.34
72.0,0.48
48.0,5.0
10.0,1.6
30.0,5.0
19.0,5.0
5.0,4.63
69.0,2.94
73.0,0.89
4.0,5.0
76.0,4.12
14.0,0.82
37.0,5.0
59.0,3.82
57.0,1.95
4.0,3.6
29.0,5.0
59.0,0.72
80.0,2.4
49.0,4.34
8.0,4.83
6.0,1.39
74.0,5.0
24.0,5.0
16.0,1.64
5.397605346934028e-79,0.2
47.0,2.68
78.0,1.07
12.0,1.26
11.0,0.97
5.0,1.19
57.0,3.3
55.0,3.96
25.0,5.0
22.0,1.4
10.0,3.97
42.0,5.0
39.0,1.77
26.0,1.94
59.0,3.3
34.0,2.16
5.0,0.57
24.0,2.73
37.0,4.25
19.0,1.71
32.0,0.38
6.0,0.87
1.0,0.49
65.0,1.97
16.0,2.11
42.0,1.29
64.0,5.0
74.0,1.72
29.0,1.49
63.0,4.56
80.0,4.8
50.0,2.39
13.0,2.42
64.0,2.1
13.0,2.83
46.0,5.0
68.0,5.0
60.0,0.96
5.0,1.09
33.0,0.66
53.0,5.0
65.0,5.0
8.0,1.61
44.0,5.0
38.0,5.0
28.0,4.06
68.0,1.75
8.0,1.19
63.0,3.97
7.0,1.4
39.0,3.42
73.0,3.04
12.0,0.61
80.0,5.0
80.0,1.18
71.0,1.72
22.0,2.39
15.0,5.0
49.0,1.84
79.0,5.0
35.0,1.05
61.0,0.79
19.0,1.67
31.0,4.04
1.0,0.46
68.0,0.26
67.0,1.32
34.0,1.21
53.0,1.66
24.0,5.0
16.0,1.62
36.0,5.0
47.0,5.0
10.0,2.77
40.0,5.0
51.0,5.0
80.0,1.23
4.0,1.13
16.0,3.42
77.0,1.2
64.0,3.13
55.0,2.46
33.0,1.51
38.0,4.68
67.0,4.93
15.0,1.39
55.0,5.0
66.0,2.21
48.0,1.8
2.0,5.0
5.397605346934028e-79,0.92
1.0,2.82
6.0,1.15
8.0,5.0
65.0,0.87
5.397605346934028e-79,0.61
26.0,1.34
68.0,5.0
14.0,5.0
72.0,1.23
29.0,2.36
52.0,1.8
53.0,5.0
16.0,5.0
63.0,5.0
14.0,2.08
37.0,1.85
64.0,2.4
3.0,0.28
46.0,3.09
1.0,0.03
63.0,5.0
69.0,1.01
57.0,3.69
5.397605346934028e-79,1.85
8.0,5.0
6.0,1.05
31.0,1.01
18.0,1.32
24.0,1.77
5.0,1.32
27.0,0.3
68.0,5.0
70.0,5.0
25.0,3.68
35.0,2.56
29.0,5.0
7.0,0.25
53.0,2.78
67.0,3.33
4.0,5.0
7.0,0.65
1.0,5.0
25.0,2.61
13.0,0.03
14.0,0.36
23.0,0.04
10.0,1.51
64.0,0.85
41.0,5.0
51.0,0.46
4.0,2.36
4.0,3.22
67.0,5.0
17.0,3.28
66.0,0.96
66.0,0.11
8.0,2.48
53.0,3.49
63.0,3.43
26.0,1.8
63.0,0.55
33.0,1.41
69.0,2.62
73.0,2.71
28.0,1.85
17.0,1.8
43.0,5.0
58.0,5.0
35.0,0.85
34.0,1.85
71.0,5.0
36.0,2.1
16.0,3.78
63.0,3.04
55.0,3.96
14.0,1.85
17.0,2.28
18.0,5.397605346934028e-79
35.0,3.47
25.0,3.57
38.0,1.52
10.0,1.39
69.0,0.56
69.0,2.43
33.0,4.54
65.0,4.37
45.0,2.61
73.0,5.0
19.0,0.11
16.0,0.43
5.397605346934028e-79,1.05
25.0,1.47
2.0,4.26
64.0,5.0
33.0,5.0
44.0,2.77
67.0,5.0
76.0,2.23
29.0,3.68
62.0,1.82
76.0,2.58
63.0,5.0
75.0,3.28
16.0,0.46
80.0,5.0
24.0,0.38
64.0,2.46
42.0,5.0
16.0,5.0
41.0,5.0
4.0,1.3
9.0,0.48
57.0,2.87
9.0,5.0
75.0,5.0
71.0,1.15
34.0,2.33
45.0,5.0
50.0,5.0
9.0,0.41
20.0,4.44
67.0,5.0
49.0,2.54
79.0,4.72
76.0,2.87
31.0,3.42
19.0,2.16
22.0,0.99
5.0,1.68
54.0,0.08
13.0,2.77
24.0,5.0
5.0,1.34
12.0,0.23
67.0,4.12
76.0,3.82
3.0,1.07
31.0,5.0
68.0,1.55
67.0,5.0
5.0,1.54
6.0,4.68
39.0,0.87
68.0,0.97
62.0,1.53
57.0,2.21
14.0,5.0
62.0,2.25
77.0,1.8
38.0,2.77
57.0,5.0
8.0,1.67
24.0,5.397605346934028e-79
59.0,5.0
49.0,5.0
9.0,0.21
33.0,0.96
79.0,3.28
37.0,1.17
16.0,2.92
6.0,5.0
76.0,4.34
70.0,0.91
64.0,0.71
40.0,3.22
19.0,0.7
30.0,5.0
15.0,2.54
73.0,5.0
55.0,4.94
9.0,1.85
42.0,0.88
4.0,5.0
49.0,4.11
56.0,2.79
18.0,2.16
80.0,3.33
24.0,2.4
51.0,5.0
61.0,5.0
41.0,0.35
80.0,0.61
28.0,5.0
11.0,5.0
48.0,5.0
2.0,2.88
5.0,0.94
68.0,1.51
2.0,1.37
42.0,4.34
26.0,2.94
80.0,3.8
60.0,1.61
1.0,2.85
47.0,2.48
47.0,3.6
47.0,3.13
47.0,1.09
54.0,1.52
2.0,1.75
35.0,1.95
73.0,1.2
13.0,4.3
2.0,0.82
10.0,3.71
31.0,1.51
15.0,1.71
22.0,0.03
60.0,0.93
71.0,2.18
13.0,2.69
8.0,2.26
2.0,2.29
9.0,1.07
61.0,0.88
57.0,3.22
4.0,3.22
2.0,5.0
45.0,1.83
57.0,5.0
76.0,5.0
53.0,4.86
64.0,4.21
69.0,2.76
61.0,1.47
43.0,1.3
58.0,0.66
45.0,4.37
4.0,1.17
55.0,5.0
80.0,2.58
80.0,0.73
78.0,3.31
62.0,5.0
11.0,3.08
9.0,0.3
65.0,2.95
46.0,5.0
63.0,3.04
30.0,5.0
45.0,5.0
1.0,2.55
56.0,2.87
57.0,0.99
6.0,2.85
8.0,1.01
54.0,2.94
10.0,1.27
13.0,1.07
53.0,5.0
22.0,4.05
27.0,5.0
68.0,0.86
15.0,2.41
36.0,1.74
9.0,1.49
43.0,0.98
1.0,0.79
8.0,2.86
66.0,5.0
60.0,0.76
23.0,5.0
23.0,2.79
10.0,5.0
49.0,2.57
33.0,5.0
23.0,1.68
17.0,2.19
41.0,4.5
58.0,5.0
27.0,5.0
52.0,1.86
1.0,1.71
5.0,2.61
59.0,1.64
41.0,4.63
38.0,3.26
57.0,5.0
7.0,0.65
65.0,5.0
54.0,4.12
39.0,1.59
60.0,5.0
36.0,4.02
63.0,5.0
9.0,1.42
59.0,0.77
27.0,3.09
75.0,5.0
61.0,3.0
69.0,5.0
16.0,4.44
59.0,1.69
24.0,0.2
15.0,1.02
59.0,4.1
65.0,4.02
34.0,0.86
60.0,2.79
29.0,5.0
70.0,5.0
60.0,0.57
22.0,1.23
61.0,2.54
8.0,3.87
14.0,0.7
11.0,4.29
80.0,1.23
3.0,5.0
68.0,2.95
27.0,4.8
75.0,3.44
61.0,4.27
31.0,5.0
62.0,5.0
1.0,5.0
27.0,4.34
22.0,5.397605346934028e-79
19.0,4.93
46.0,1.48
80.0,1.72
1.0,0.58
9.0,2.09
5.397605346934028e-79,5.0
29.0,5.0
62.0,0.44
4.0,1.71
25.0,2.05
11.0,0.35
67.0,0.7
43.0,1.61
71.0,5.0
35.0,3.76
21.0,1.47
80.0,3.47
19.0,1.37
40.0,3.31
42.0,1.17
24.0,2.74
78.0,0.09
63.0,5.0
65.0,3.8
32.0,1.21
53.0,3.47
8.0,1.52
19.0,0.44
65.0,1.32
70.0,1.71
71.0,5.0
69.0,5.0
57.0,5.397605346934028e-79
34.0,4.1
3.0,0.89
10.0,0.85
53.0,0.04
71.0,2.81
10.0,2.72
61.0,2.58
43.0,3.47
10.0,1.57
21.0,3.69
73.0,2.46
5.0,1.09
22.0,1.42
59.0,0.96
47.0,0.38
